corp_code,corp_name,stock_code,rcept_no,rcept_dt,report_nm,market,subscription_start_dt,subscription_end_dt,listing_dt,offering_price_low,offering_price_high,offering_price_final,total_shares,total_amount,underwriter,status,updated_at
00858124,알에스오토메이션,140670,20251202000101,20251202,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,,,,,,,상장예정,2026-05-06 00:06:22
01494118,노을,376930,20251202000085,20251202,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01516933,덕양에너젠,0001A0,20251201000570,20251201,증권신고서(지분증권),KOSDAQ,20260120,20260121,,8500,10000,,7500000,,"NH투자증권, 미래에셋증권, 및 발행회사인 ㈜덕양에너젠이 제시한 희망공모가액, 및 발행회사가 협의하여 제시한 희망공모가액",상장예정,2026-05-06 00:06:22
00858124,알에스오토메이션,140670,20251201000556,20251201,[기재정정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,,,,,,삼성증권(주),상장예정,2026-05-06 00:06:22
01671285,쿼드메디슨,464490,20251201000475,20251201,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,12000,15000,15000,1700000,,NH투자증권,상장예정,2026-05-06 00:06:22
01954832,유진스팩12호,0105P0,20251201000451,20251201,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,,,2000,5000000,,"유진투자증권, 의무인수 주식수, 의무인수분, 유진투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
00117629,KBI동양철관,008970,20251201000444,20251201,[발행조건확정]증권신고서(지분증권),KOSPI,20251203,20251204,,,,,,,,상장예정,2026-05-06 00:06:22
01211889,이지스,261520,20251201000405,20251201,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,13000,15000,15000,1500000,,NH투자증권,상장예정,2026-05-06 00:06:22
01515864,넥스트칩,396270,20251201000399,20251201,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251203,20251204,,,,,,,,상장예정,2026-05-06 00:06:22
01949140,교보19호스팩,0098T0,20251201000391,20251201,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,,,2000,5000000,,교보증권(주),상장예정,2026-05-06 00:06:22
01784677,키움히어로제1호스팩,466690,20251128002136,20251128,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251201,20251202,,,,2000,4500000,,키움증권㈜에게 인수대가로,상장예정,2026-05-06 00:06:22
01817920,페스카로,0015S0,20251128001952,20251128,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251201,20251202,,12500,15500,15500,,,"NH투자증권, 및 공동주관회사와 발행회사가 협의하여, 및 공동주관회사가 합의하여, 및 공동주관회사가 협의하여 결정한 확정공모가액인",상장예정,2026-05-06 00:06:22
00104069,케이디비생명보험,,20251128001948,20251128,[기재정정]증권신고서(지분증권),기타,,,,,,,,,,청약예정,2026-05-06 00:06:22
00441243,형지엘리트,093240,20251128001916,20251128,[기재정정]증권신고서(지분증권),KOSPI,20260122,20260123,,,,,,,한국투자증권(주),상장예정,2026-05-06 00:06:22
00585538,에스에너지,095910,20251128001844,20251128,증권신고서(지분증권),KOSDAQ,20260209,20260210,,,,,,,"및 인수회사의 실권주 매입단가는 청약자들보다, 엘에스증권(주), 한양증권(주)",상장예정,2026-05-06 00:06:22
00160375,진양폴리우레탄,010640,20251128001691,20251128,증권신고서(지분증권),KOSPI,20260316,20260317,,,,,,,신한투자증권(주),상장예정,2026-05-06 00:06:22
01948220,미래에셋비전스팩11호,0099W0,20251128001665,20251128,[기재정정]증권신고서(지분증권),KOSDAQ,20251210,20251211,,,,,6000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01344831,딥노이드,315640,20251128001250,20251128,[기재정정]증권신고서(지분증권),KOSDAQ,20251208,20251209,,,,,,,한국투자증권(주),상장예정,2026-05-06 00:06:22
00945457,아이진,185490,20251127001355,20251127,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
00117629,KBI동양철관,008970,20251127000964,20251127,[기재정정]증권신고서(지분증권),KOSPI,20251203,20251204,,,,,,,,상장예정,2026-05-06 00:06:22
01949584,IBKS제25호스팩,0099X0,20251127000461,20251127,[기재정정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,,,,5000000,,"계약 기업실사 사전회의, 종합의견 작성 및 검토, 아이비케이투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01949195,하나36호스팩,0101C0,20251126000457,20251126,[기재정정]증권신고서(지분증권),KOSDAQ,20251211,20251212,,,,,7000000,,"하나증권, 하나증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01776410,파워큐브세미,,20251126000139,20251126,[기재정정]증권신고서(지분증권),기타,,,,,,,,,,청약예정,2026-05-06 00:06:22
00683283,LS전선,,20251125000454,20251125,[기재정정]증권신고서(지분증권),기타,,,20240620,,,,,,,상장완료,2026-05-06 00:06:22
00807397,코이즈,121850,20251125000326,20251125,[기재정정]증권신고서(지분증권),KOSDAQ,20260107,20260108,,,,,,,,상장예정,2026-05-06 00:06:22
00533191,비보존 제약,082800,20251124000335,20251124,[기재정정]증권신고서(지분증권),KOSDAQ,20260128,20260129,,,,,,,"시너지 스케일업, NH투자증권(주)",상장예정,2026-05-06 00:06:22
01385005,리브스메드,491000,20251124000327,20251124,[기재정정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,44000,55000,,,,"삼성증권, 미래에셋증권",상장예정,2026-05-06 00:06:22
01954832,유진스팩12호,0105P0,20251124000309,20251124,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,,,,5000000,,"유진투자증권, 종합의견 작성 및 검토, 유진투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01627363,세미파이브,490470,20251124000156,20251124,[기재정정]증권신고서(지분증권),KOSDAQ,20251218,20251219,,21000,24000,,100,,"삼성증권, 유비에스증권리미티드, 계약 체결, 유비에스증권리미티드서울지점, 유비에스증권 리미티드",상장예정,2026-05-06 00:06:22
00111218,KD,044180,20251121000500,20251121,[기재정정]증권신고서(지분증권),KOSDAQ,20260112,20260113,,,,,,,,상장예정,2026-05-06 00:06:22
01302853,아이씨에이치,368600,20251121000494,20251121,증권신고서(지분증권),KOSDAQ,20220719,20220720,,,,,,,SK증권(주),상장예정,2026-05-06 00:06:22
01251489,라온피플,300120,20251121000467,20251121,증권신고서(지분증권),KOSDAQ,20260129,20260130,20260304,,,,,,"및 인수회사의 실권주 매입단가는 일반청약자들보다, 키움증권(주), 및 인수회사가 인수하는 잔여주식 인수금액에 따라, 및 인수회사가 인수하는 금액이",상장완료,2026-05-06 00:06:22
01513699,포바이포,389140,20251121000444,20251121,[기재정정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,,,케이비증권,상장예정,2026-05-06 00:06:22
01829819,아크릴,0007C0,20251121000355,20251121,[기재정정]증권신고서(지분증권),KOSDAQ,20251204,20251205,,17500,19500,,1800000,,"계약 체결, 신한투자증권, 및 발행회사가 협의하여 제시한 희망공모가액인",상장예정,2026-05-06 00:06:22
01931585,엔에이치스팩32호,0054V0,20251121000112,20251121,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,5150000,,"의무인수 주식수, 의무인수, NH투자증권㈜에게 인수대가로",청약예정,2026-05-06 00:06:22
01949140,교보19호스팩,0098T0,20251121000098,20251121,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,,,,5000000,,교보증권(주),상장예정,2026-05-06 00:06:22
01781999,에임드바이오,0009K0,20251120000438,20251120,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251121,20251124,,9000,11000,11000,,,"미래에셋증권, 및 발행회사가 협의하여",상장예정,2026-05-06 00:06:22
01784677,키움히어로제1호스팩,466690,20251120000320,20251120,[기재정정]증권신고서(지분증권),KOSDAQ,20251201,20251202,,,,,4500000,,"키움증권, 계약 체결, 키움증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01784677,키움히어로제1호스팩,466690,20251119000188,20251119,[기재정정]증권신고서(지분증권),KOSDAQ,20251201,20251202,,,,,4500000,,"키움증권, 계약 체결, 키움증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01344831,딥노이드,315640,20251119000081,20251119,[기재정정]증권신고서(지분증권),KOSDAQ,20251208,20251209,,,,,,,한국투자증권(주),상장예정,2026-05-06 00:06:22
01344336,신테카바이오,226330,20251118000359,20251118,[기재정정]증권신고서(지분증권),KOSDAQ,20251211,20251212,,,,,,,"및 인수회사의 실권주 매입단가는 일반청약자들보다, 및 인수회사가 인수의무비율, 및 인수회사는 신주상장",상장예정,2026-05-06 00:06:22
01957909,삼성스팩13호,0115H0,20251118000344,20251118,증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,6000000,,"삼성증권, 삼성증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
00409371,인베니아,079950,20251118000292,20251118,[기재정정]증권신고서(지분증권),KOSDAQ,20260108,20260109,,,,,,,,상장예정,2026-05-06 00:06:22
01946596,미래에셋비전스팩9호,0096D0,20251118000251,20251118,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251119,20251120,,,,2000,5000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01385005,리브스메드,491000,20251118000230,20251118,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01385005,리브스메드,491000,20251118000200,20251118,[기재정정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,44000,55000,,,,"삼성증권, 미래에셋증권",상장예정,2026-05-06 00:06:22
00104069,케이디비생명보험,,20251118000168,20251118,증권신고서(지분증권),기타,,,,,,,,,,청약예정,2026-05-06 00:06:22
00977377,에이비온,203400,20251118000098,20251118,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01958111,메리츠제1호스팩,0088D0,20251118000041,20251118,[기재정정]증권신고서(지분증권),KOSDAQ,20251204,20251205,,,,,5500000,,"메리츠증권, 메리츠㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01370322,삼진식품,0013V0,20251117000243,20251117,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01513699,포바이포,389140,20251117000239,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,,,케이비증권,상장예정,2026-05-06 00:06:22
01370322,삼진식품,0013V0,20251117000209,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251211,20251212,,6700,7600,,2000000,,"대신증권, 및 발행회사가 협의하여 제시한 희망공모가액",상장예정,2026-05-06 00:06:22
01671285,쿼드메디슨,464490,20251117000189,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,12000,15000,,1700000,,"NH투자증권, 계약 체결",상장예정,2026-05-06 00:06:22
00161125,한온시스템,018880,20251117000155,20251117,[기재정정]증권신고서(지분증권),KOSPI,20251219,20251222,,,,,,,NH투자증권(주),상장예정,2026-05-06 00:06:22
01368637,유일에너테크,340930,20251117000146,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251218,20251219,,,,,,,"엘에스증권(주), 한양증권(주)",상장예정,2026-05-06 00:06:22
00683283,LS전선,,20251117000125,20251117,[기재정정]증권신고서(지분증권),기타,,,20240620,,,,,,,상장완료,2026-05-06 00:06:22
01781999,에임드바이오,0009K0,20251117000094,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251121,20251124,,9000,11000,,,,"미래에셋증권, 계약 체결",상장예정,2026-05-06 00:06:22
01516890,E8,418620,20251117000086,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,,,"및 인수회사의 실권주 매입단가는 청약자들보다, 엘에스증권(주), 한양증권(주)",상장예정,2026-05-06 00:06:22
00858124,알에스오토메이션,140670,20251117000073,20251117,[기재정정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,,,,,,삼성증권(주),상장예정,2026-05-06 00:06:22
01381805,아로마티카,0015N0,20251117000056,20251117,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251118,20251119,,6000,8000,8000,3000000,,"신한투자증권, 및 발행회사가 협의하여 제시한 희망공모가액인, 및 발행회사가 협의하여 결정한 확정공모가액인, 및 발행회사가 협의하여 결정한 확정공모가액",상장예정,2026-05-06 00:06:22
01946532,삼성스팩12호,0096B0,20251117000033,20251117,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251119,20251120,,,,2000,6000000,,삼성증권㈜에게 인수대가로,상장예정,2026-05-06 00:06:22
01949469,미래에셋비전스팩10호,0097F0,20251114003063,20251114,증권신고서(지분증권),KOSDAQ,20251212,20251215,,,,,6000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01494118,노을,376930,20251114003060,20251114,[기재정정]증권신고서(지분증권),KOSDAQ,20251204,20251205,,,,,,,한국투자증권(주),상장예정,2026-05-06 00:06:22
00441243,형지엘리트,093240,20251114003052,20251114,[기재정정]증권신고서(지분증권),KOSPI,20260122,20260123,,,,,,,한국투자증권(주),상장예정,2026-05-06 00:06:22
01947072,미래에셋비전스팩8호,0093G0,20251114003049,20251114,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251117,20251118,,,,2000,6000000,,"미래에셋증권, 의무인수 주식수",상장예정,2026-05-06 00:06:22
01573381,레이저쎌,412350,20251114003022,20251114,[기재정정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,,,한양증권(주),상장예정,2026-05-06 00:06:22
00807397,코이즈,121850,20251114002336,20251114,[기재정정]증권신고서(지분증권),KOSDAQ,20260107,20260108,,,,,,,,상장예정,2026-05-06 00:06:22
01596920,알지노믹스,476830,20251114001210,20251114,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01596920,알지노믹스,476830,20251114001150,20251114,[기재정정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,17000,22500,,2060000,,"삼성증권, NH투자증권",상장예정,2026-05-06 00:06:22
00117629,KBI동양철관,008970,20251113000843,20251113,[기재정정]증권신고서(지분증권),KOSPI,20251203,20251204,,,,,,,,상장예정,2026-05-06 00:06:22
01776410,파워큐브세미,,20251113000754,20251113,[기재정정]증권신고서(지분증권),기타,,,,,,,,,,청약예정,2026-05-06 00:06:22
01284751,시지트로닉스,429270,20251113000710,20251113,[기재정정]증권신고서(지분증권),KOSDAQ,20251218,20251219,,,,,,,,상장예정,2026-05-06 00:06:22
01284751,시지트로닉스,429270,20251113000637,20251113,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251218,20251219,,,,,,,,상장예정,2026-05-06 00:06:22
01211889,이지스,261520,20251113000500,20251113,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,13000,15000,,1500000,,"계약 체결, NH투자증권",상장예정,2026-05-06 00:06:22
01949584,IBKS제25호스팩,0099X0,20251113000468,20251113,증권신고서(지분증권),KOSDAQ,20251209,20251210,,,,,5000000,,"계약 기업실사 사전회의, 종합의견 작성 및 검토, 아이비케이투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
00945457,아이진,185490,20251112000574,20251112,[기재정정]증권신고서(지분증권),KOSDAQ,20251201,20251202,,,,,,,"한양증권(주), 한양증권 주식회사, 및 인수회사의 실권주 매입단가는 일반청약자들보다, 엘에스증권 주식회사",상장예정,2026-05-06 00:06:22
01945339,신영스팩11호,0091W0,20251112000356,20251112,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251113,20251114,,,,2000,5800000,,신영증권,상장예정,2026-05-06 00:06:22
00161125,한온시스템,018880,20251112000065,20251112,[발행조건확정]증권신고서(지분증권),KOSPI,20251219,20251222,,,,,,,,상장예정,2026-05-06 00:06:22
01596920,알지노믹스,476830,20251111000386,20251111,[기재정정]증권신고서(지분증권),KOSDAQ,20251209,20251210,,17000,22500,,2060000,,"삼성증권, NH투자증권",상장예정,2026-05-06 00:06:22
01948220,미래에셋비전스팩11호,0099W0,20251111000346,20251111,증권신고서(지분증권),KOSDAQ,20251210,20251211,,,,,6000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01515864,넥스트칩,396270,20251111000331,20251111,[기재정정]증권신고서(지분증권),KOSDAQ,20251203,20251204,,,,,,,"NH투자증권 모집주식수(최초), 및 인수회사의 실권주 매입단가는 청약자들보다, 엘에스증권 주식회사, 엘에스증권(주), 한양증권 주식회사",상장예정,2026-05-06 00:06:22
01946596,미래에셋비전스팩9호,0096D0,20251111000211,20251111,[기재정정]증권신고서(지분증권),KOSDAQ,20251119,20251120,,,,,5000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01368637,유일에너테크,340930,20251111000092,20251111,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251218,20251219,,,,,,,,상장예정,2026-05-06 00:06:22
00533191,비보존 제약,082800,20251110000342,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20260105,20260106,,,,,,,"시너지 스케일업, NH투자증권(주)",상장예정,2026-05-06 00:06:22
01781999,에임드바이오,0009K0,20251110000315,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20251121,20251124,,9000,11000,,,,"미래에셋증권, 계약 체결",상장예정,2026-05-06 00:06:22
01949195,하나36호스팩,0101C0,20251110000283,20251110,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01194607,비츠로넥스텍,488900,20251110000233,20251110,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251111,20251112,,5900,6900,6900,4400000,,"NH투자증권, 및 발행회사가 협의하여 확정공모가액을, 교보증권",상장예정,2026-05-06 00:06:22
01787355,나라스페이스테크놀로지,478340,20251110000199,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20251208,20251209,,13100,16500,,,,삼성증권,상장예정,2026-05-06 00:06:22
01931585,엔에이치스팩32호,0054V0,20251110000192,20251110,[기재정정]증권신고서(지분증권),KOSDAQ,20251124,20251125,,,,,5150000,,"NH투자증권, NH투자증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01933981,비엔케이제3호스팩,0068Y0,20251110000136,20251110,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251111,20251112,,,,2000,4000000,,,상장예정,2026-05-06 00:06:22
01492217,엑셀세라퓨틱스,373110,20251110000113,20251110,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251117,20251118,,,,,,,,상장예정,2026-05-06 00:06:22
01949195,하나36호스팩,0101C0,20251107000563,20251107,증권신고서(지분증권),KOSDAQ,20251211,20251212,,,,,7000000,,"하나증권, 하나증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01627363,세미파이브,490470,20251107000522,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251205,20251208,,21000,24000,,100,,"삼성증권, 유비에스증권리미티드, 유비에스증권리미티드서울지점, 유비에스증권 리미티드, 계약 체결",상장예정,2026-05-06 00:06:22
00409371,인베니아,079950,20251107000501,20251107,증권신고서(지분증권),KOSDAQ,20260108,20260109,,,,,,,,상장예정,2026-05-06 00:06:22
01573381,레이저쎌,412350,20251107000490,20251107,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01529982,씨엠티엑스,388210,20251107000432,20251107,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251110,20251111,,51000,60500,60500,1000000,,"미래에셋증권, 및 발행회사가 협의하여",상장예정,2026-05-06 00:06:22
01627363,세미파이브,490470,20251107000391,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251205,20251208,,21000,24000,,100,,"삼성증권, 유비에스증권리미티드, 유비에스증권리미티드서울지점, 유비에스증권 리미티드, 계약 체결",상장예정,2026-05-06 00:06:22
00949161,티엠씨,217590,20251107000292,20251107,[기재정정]증권신고서(지분증권),KOSPI,20251203,20251204,,8000,9300,,,,"미래에셋증권, 계약 체결",상장예정,2026-05-06 00:06:22
01829819,아크릴,0007C0,20251107000251,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251204,20251205,,17500,19500,,1800000,,"신한투자증권, 계약 체결, 및 발행회사가 협의하여 제시한 희망공모가액인",상장예정,2026-05-06 00:06:22
01946532,삼성스팩12호,0096B0,20251107000178,20251107,[기재정정]증권신고서(지분증권),KOSDAQ,20251119,20251120,,,,,6000000,,"삼성증권, 삼성증권㈜에게 인수대가로",상장예정,2026-05-06 00:06:22
01671285,쿼드메디슨,464490,20251106000439,20251106,[첨부정정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
01671285,쿼드메디슨,464490,20251106000413,20251106,[기재정정]증권신고서(지분증권),KOSDAQ,20251202,20251203,,12000,15000,,1700000,,"NH투자증권, 계약 체결",상장예정,2026-05-06 00:06:22
01945339,신영스팩11호,0091W0,20251106000403,20251106,[기재정정]증권신고서(지분증권),KOSDAQ,20251113,20251114,,,,,5800000,,신영증권,상장예정,2026-05-06 00:06:22
01947072,미래에셋비전스팩8호,0093G0,20251106000189,20251106,[기재정정]증권신고서(지분증권),KOSDAQ,20251117,20251118,,,,,6000000,,미래에셋증권,상장예정,2026-05-06 00:06:22
01516890,E8,418620,20251106000124,20251106,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251215,20251216,,,,,,,,상장예정,2026-05-06 00:06:22
01700587,이노스페이스,462350,20251106000110,20251106,[발행조건확정]증권신고서(지분증권),KOSDAQ,20251110,20251111,,,,,,,,상장예정,2026-05-06 00:06:22
00992543,LK삼양,225190,20251106000042,20251106,[발행조건확정]증권신고서(지분증권),KOSDAQ,,,,,,,,,,청약예정,2026-05-06 00:06:22
